key,companies,profit
758,NEA,-50
758,Kentucky Educational Television,-50
758,Cicada Films,-50
758,Independent Television Service,-50
759,Film4,12491080
759,Figment Films,12491080
759,Noel Gay Motion Picture Company,12491080
759,Channel Four Films,12491080
759,Miramax Films,12491080
760,Lakeshore Entertainment,-1000000
760,Paramount Pictures,-1000000
761,Centropolis Entertainment,741969268
761,Twentieth Century Fox Film Corporation,741969268
762,Fiction Films,0
762,France 2 Cinéma,0
762,Jeremy Thomas Productions,0
762,Recorded Picture Company (RPC),0
762,Fox Searchlight Pictures,0
763,Mandalay Entertainment,-36373581
763,TriStar Pictures,-36373581
764,Walt Disney Pictures,138851
765,"",-47000000
766,Mayer (MGM),-1976566
766,Goldwyn,-1976566
766,Metro,-1976566
766,Motion Picture Corporation of America,-1976566
767,Warner Bros.,142295562
767,Kopelson Entertainment,142295562
768,"",0
769,Universal Pictures,74769345
769,Imagine Entertainment,74769345
770,GEA Cinematográfica,0
771,MK2 Production,65352
771,Canal Plus,65352
772,"",0
773,"",0
774,Tangent Films International,0
774,First Run Features,0
775,Lumière Pictures,0
775,Cabin Fever Entertainment,0
775,Initial Productions,0
776,"",0
777,Little Bear,0
777,Films A2,0
778,Davis Entertainment,79212469
778,Universal Pictures,79212469
779,"",-30000000
780,Rio Dulce,8269963
780,Columbia Pictures Corporation,8269963
780,Castle Rock Entertainment,8269963
781,Nickelodeon Movies,-12000000
781,Rastar Pictures,-12000000
781,Paramount Pictures,-12000000
782,Touchstone Pictures,120036382
783,TEAM Communications Group,0
783,Electric,0
783,Mikado Film,0
783,Good Machine,0
783,Zenith Entertainment,0
783,Pandora Filmproduktion,0
783,Channel Four Films,0
784,Fox Searchlight Pictures,5982579
785,Warner Bros.,112266007
785,Regency Enterprises,112266007
786,Prairie Oyster Productions,665450
786,"Samuel Goldwyn Company, The",665450
786,Punch Productions,665450
786,Capitol Films,665450
786,Channel Four Films,665450
787,Compagnie Eric Rohmer (CER),0
787,Canal+,0
788,Fuchs/Burg,-23000000
788,Columbia Pictures Corporation,-23000000
788,Castle Rock Entertainment,-23000000
789,Mayer (MGM),-7806769
789,Goldwyn,-7806769
789,Metro,-7806769
790,Interscope Communications,-20000000
790,Touchstone Pictures,-20000000
791,Vega Film,0
791,Union Générale Cinématographique (UGC),0
791,Új Budapest Filmstudió,0
792,"",-30000000
793,"",0
794,"",0
795,British Broadcasting Corporation (BBC),0
796,Paramount Pictures,0
797,"",0
798,Dismage,0
798,Producciones Tepeyac,0
799,"",0
800,Les Films du Losange,0
800,Rome Paris Films,0
801,"",0
802,Cobra Film,0
802,TLA Releasing,0
803,"",0
804,"",0
805,Savoy Pictures,0
805,Locke Company,0
805,The Kushner,0
805,New Line Cinema,0
806,"",-8380986
807,Scott Rudin Productions,90400000
808,BBC Arena,0
808,British Broadcasting Corporation (BBC),0
808,Killer Films,0
809,Brian Grazer/Scott Rudin Productions,229492681
809,Touchstone Pictures,229492681
810,TriStar Pictures,21302121
811,"",0
812,Chestnut Hill Productions,258263
812,Red Mullet Productions,258263
812,Rysher Entertainment,258263
813,"Zanuck Company, The",10209334
813,Chicago Pacific Entertainment,10209334
813,Twentieth Century Fox Film Corporation,10209334
814,TriStar Pictures,-2540584
814,Jersey Films,-2540584
815,Matchmaker Films,16231658
815,Haft Entertainment,16231658
815,Miramax Films,16231658
816,Miramax Films,4917287
817,Rysher Entertainment,0
817,Mayer (MGM),0
817,Goldwyn,0
817,Metro,0
818,"",0
819,Universal City Studios,-9400000
819,Tales From The Crypt Holdings,-9400000
819,Universal Pictures,-9400000
820,"",0
821,"",0
822,"",0
823,"",0
824,Zeta Entertainment,0
825,Castle Rock Entertainment,6643776
826,Rysher Entertainment,-7722635
826,Paramount Pictures,-7722635
827,Giai Phong Film Studio,0
827,Cofimage 6,0
827,Salon Films,0
827,Centre National de la Cinématographie (CNC),0
827,La Sept Cinéma,0
827,Lumière,0
827,Société Française de Production (SFP),0
827,Les Productions Lazennec,0
827,Canal+,0
827,Cofimage 5,0
828,Jon Kilik,49144
828,Eleventh Street Production,49144
828,Miramax,49144
829,Warner Bros.,8854588
829,Regency Enterprises,8854588
830,Vertigo Productions,100000
831,Shochiku Company,0
832,MK2 Production,0
833,"",0
834,"",0
835,Alfran Productions,239066411
835,Paramount Pictures,239066411
836,Film GmbH (München),0
836,Olga,0
836,Constantin Film,0
837,Golden Way Films Ltd.,19583423
837,Golden Harvest Company,19583423
838,Pope Productions,-68674
839,Toho Company,0
840,"",-1850000
841,Spelling Films,2511317
841,Dino De Laurentiis Company,2511317
842,Warner Bros.,-17000000
842,Regency Enterprises,-17000000
843,Meridian Films,0
843,Film Victoria,0
843,Australian Film Finance Corporation (AFFC),0
844,Sandcastle 5 Productions,-18000000
844,CiBy 2000,-18000000
844,Fine Line Features,-18000000
845,Roger Birnbaum Productions,-53000000
845,Hollywood Pictures,-53000000
845,Caravan Pictures,-53000000
846,"",0
847,Central Motion Pictures,0
848,Albatros Produktion,0
849,Breakheart Films,0
849,Ixtlan Productions,0
850,"",0
851,Golden Harvest Company,0
852,"",0
853,"",0
854,British Broadcasting Corporation (BBC),-26043392
854,Tele München Fernseh Produktionsgesellschaft (TMG),-26043392
854,Marubeni,-26043392
854,PolyGram Filmed Entertainment,-26043392
854,Pacific Western,-26043392
854,Mutual Film Company,-26043392
854,Towa,-26043392
854,Toho,-26043392
854,Universal Pictures,-26043392
854,Paramount Pictures,-26043392
855,New Line Cinema,9627779
856,Caravan Pictures,0
856,Walt Disney Pictures,0
857,"",-8000000
858,"",0
859,Warner Bros.,-32000000
859,Yorktown Productions,-32000000
859,Regency Enterprises,-32000000
860,Universal Pictures,-2388046
861,Polaris Pictures,0
861,a,0
861,Kan Zamia,0
861,Kanzaman,0
862,Universal Cartoon Studios,0
863,"",0
864,"",0
865,Miramax Films,10116634
866,Renaissance Films,0
866,Summit Entertainment,0
866,BBC Films,0
866,Fine Line Features,0
867,Fine Line Features,0
868,Produktion GmbH,0
868,Tonfilm,0
868,Elite,0
869,"",0
870,Ima Films,0
870,Centre National de la Cinématographie (CNC),0
870,Arte,0
870,La Sept,0
870,Société Française de Production (SFP),0
870,Canal+,0
870,IMA Productions,0
870,Les Films Alain Sarde,0
871,Paramount Pictures,-3000000
872,"",0
873,Mayer (MGM),4659200
873,Goldwyn,4659200
873,Metro,4659200
874,"",-2723903
875,Paramount Pictures,0
876,Shepherd,7000000
876,Jurow,7000000
876,Paramount Pictures,7000000
877,Alfred J. Hitchcock Productions,25521000
877,Paramount Pictures,25521000
878,"",-1000000
879,Columbia Pictures Corporation,4175000
880,Mayer (MGM),-2068000
880,Goldwyn,-2068000
880,Metro,-2068000
881,RKO Radio Pictures,-520000
882,Mayer (MGM),9275000
882,Goldwyn,9275000
882,Metro,9275000
883,The Mirisch Company,22000000
883,United Artists,22000000
884,Ashton Productions,22116152
884,The Mirisch Corporation,22116152
885,Universal Pictures,9474588
886,Warner Bros.,9584500
887,Warner Bros.,625000
888,Warner Bros.,55070731
889,"",-2238813
890,Paramount Pictures,10500000
891,Twentieth Century Fox Film Corporation,0
892,"",0
893,"",-2777000
894,Mayer (MGM),396176459
894,Goldwyn,396176459
894,Metro,396176459
894,Selznick International Pictures,396176459
895,Mayer (MGM),0
895,Goldwyn,0
895,Metro,0
895,Brooksfilms,0
896,Paramount Pictures,3248000
897,Mercury Productions,22377947
897,RKO Radio Pictures,22377947
898,Mayer (MGM),58200000
898,Goldwyn,58200000
898,Metro,58200000
898,Stanley Kubrick Productions,58200000
899,Paramount Pictures,0
900,Twentieth Century Fox Film Corporation,-1336537
901,Mayer (MGM),582000
901,Goldwyn,582000
901,Metro,582000
902,Selznick International Pictures,4712000
903,Walter Wanger Productions,0
903,United Artists,0
904,RKO Radio Pictures,22464742
905,Selznick International Pictures,5500000
906,Jerry Wald Productions,0
906,Twentieth Century Fox Film Corporation,0
907,Paramount Pictures,6250000
908,Mayer (MGM),0
908,Goldwyn,0
908,Metro,0
909,Mayer (MGM),0
909,Goldwyn,0
909,Metro,0
910,Mayer (MGM),914000
910,Goldwyn,914000
910,Metro,914000
911,Allied Artists Pictures,0
912,Arthur Freed Production,0
912,Mayer (MGM),0
912,Goldwyn,0
912,Metro,0
913,Mayer (MGM),0
913,Goldwyn,0
913,Metro,0
914,Warner Bros.,1948000
915,Twentieth Century Fox Film Corporation,0
916,Twentieth Century Fox Film Corporation,980000
917,Twentieth Century Fox Film Corporation,0
918,Columbia Pictures Corporation,-4000000
919,RKO Radio Pictures,2593000
920,United Artists,0
921,Universal Pictures,0
922,Warner Bros.,29600000
923,Warner Bros.,4
924,Mayer (MGM),1196592
924,Goldwyn,1196592
924,Metro,1196592
925,Columbia Pictures,0
926,Michael Todd Company,36000000
927,Liberty Films (II),6464124
927,RKO Radio Pictures,6464124
928,Columbia Pictures,8100000
929,RKO Radio Pictures,-1073000
930,"",2
931,Mayer (MGM),0
931,Goldwyn,0
931,Metro,0
932,Hunt Stromberg Productions,0
933,RKO Radio Pictures,0
934,Premier Productions,0
935,Selznick International Pictures,0
936,Warner Bros.,0
937,Warner Bros.,0
938,Republic Pictures,0
939,"",0
940,Lewis Milestone Productions,0
940,Superior Pictures,0
941,Howard Hughes Productions,0
942,"",-114000
943,Romulus Films,9450000
943,Independent Film Distributors,9450000
943,United Artists,9450000
944,Haggiag,-1000000
944,Rizzoli,-1000000
944,Romulus Films,-1000000
944,Santana Pictures Corporation,-1000000
945,Mayer (MGM),14570324
945,Goldwyn,14570324
945,Metro,14570324
945,Avon Production,14570324
946,"",0
947,"",0
948,Walter Wagner Productions,0
948,United Artists,0
949,Zion Meyers Productions,0
949,Grand National Pictures,0
950,Paramount Pictures,21
951,Mayer (MGM),0
951,Goldwyn,0
951,Metro,0
952,British Screen Productions,0
952,Little Bird,0
952,Bórd Scannán na hÉireann,0
952,Channel Four Films,0
953,D & B Films Co. Ltd.,0
954,Investec Merchant Bank,3028094
954,Jacaranda Films,3028094
954,New Line Cinema,3028094
955,Columbia Pictures Corporation,0
956,"",0
957,BMG Independents,0
958,"",0
959,"",0
960,Stewart Pictures,294064
960,Pacific Motion Pictures Corporation,294064
960,Triumph Films,294064
961,Gramercy Pictures (II),0
961,Cappa Productions,0
961,Universal Pictures,0
962,Kuchenreuther Filmproduktion GmbH,0
962,Dor Film Produktionsgesellschaft GmbH,0
963,Columbia Pictures,26702483
964,Warner Bros.,-11100000
964,Geffen Pictures,-11100000
965,Hollywood Pictures,8538318
965,Caravan Pictures,8538318
966,Overseas FilmGroup,0
966,Neo Productions,0
967,Rysher Entertainment,0
968,Metropolitan Filmexport,-19732999
968,New Line Cinema,-19732999
969,DuArt,0
969,Circle Films,0
969,Cinehaus,0
970,New Line Cinema,32590886
971,Redemption Productions,0
971,Rysher Entertainment,0
971,Mayer (MGM),0
971,Goldwyn,0
971,Metro,0
972,"",-2300000
973,"",0
974,"",0
975,Simian Films,-20619874
975,Castle Rock Entertainment,-20619874
975,Columbia Pictures,-20619874
976,Seagal/Nasso Productions,-45000000
976,Warner Bros.,-45000000
977,Walt Disney,22955097
978,"",-50000000
979,Walt Disney Productions,0
980,Walt Disney Productions,0
981,Walt Disney Productions,20000000
982,Walt Disney Productions,0
983,Walt Disney Pictures,0
984,Walt Disney Productions,0
985,Walt Disney Pictures,0
986,Walt Disney Productions,0
987,Touchwood Pacific Partners 1,0
987,Walt Disney Pictures,0
988,Walt Disney Productions,0
989,Walt Disney Productions,0
990,Walt Disney Productions,0
991,Walt Disney Productions,23200000
992,Walt Disney,140864401
993,Caravan Pictures,50236831
993,Walt Disney Pictures,50236831
994,Walt Disney Productions,260691415
994,RKO Radio Pictures,260691415
995,Walt Disney Productions,0
996,Walt Disney Pictures,0
997,Walt Disney Productions,19182353
998,Walt Disney Productions,0
999,Morgan Creek Productions,342493908
999,Warner Bros.,342493908
1000,Walt Disney Productions,96272727
1001,Walt Disney Productions,788000
1001,RKO Radio Pictures,788000
1002,Walt Disney Productions,-10000000
1003,Walt Disney Productions,-2100000
1004,Walt Disney Productions,569000000
1004,RKO Radio Pictures,569000000
1005,Walt Disney Productions,17800000
1006,Multicom entertainment,-3000000
1006,August Entertainment,-3000000
1006,Locke Company,-3000000
1006,The Kushner,-3000000
1007,Argyle Enterprises,278014286
1007,Robert Wise Productions,278014286
1007,Twentieth Century Fox Film Corporation,278014286
1008,Silver Pictures,112767956
1008,Gordon Company,112767956
1008,Twentieth Century Fox Film Corporation,112767956
1009,Allied Vision,22101000
1009,New Line Cinema,22101000
1010,Miramax Films,0
1011,"",0
1012,World Film Music Limited,0
1012,Capitol Films,0
1012,Twentieth Century Fox Film Corporation,0
1013,Thin Man Films,8917292
1013,CiBy 2000,8917292
1013,October Films,8917292
1013,Channel Four Films,8917292
1014,Clavius Base,34585416
1014,Clinica Estetico,34585416
1014,Twentieth Century Fox Film Corporation,34585416
1015,"",0
1016,Merchant Ivory Productions,-14014999
1017,"",0
1018,World Productions,1500000
1018,Channel Four Films,1500000
1019,The Steve Tisch Company,24456761
1019,Forge,24456761
1019,New Line Cinema,24456761
1020,Paramount,25000000
1020,Constellation Films,25000000
1021,Chal Productions,0
1021,Jam Productions,0
1021,Twentieth Century Fox Film Corporation,0
1022,"",0
1023,"",0
1024,Normal Life Productions,0
1024,Spelling Entertainment,0
1024,Fine Line Features,0
1025,40 Acres & A Mule Filmworks,3331103
1025,Columbia Pictures,3331103
1026,Cinergi Pictures Entertainment,-42845460
1026,Hollywood Pictures,-42845460
1027,British Broadcasting Corporation (BBC),-6595000
1027,PolyGram Filmed Entertainment,-6595000
1027,Revolution Films,-6595000
1028,Miramax Films,-20000000
1029,Azucar Films,0
1029,Overseas FilmGroup,0
1030,Twentieth Century Fox Film Corporation,132798761
1030,Bazmark Films,132798761
1031,The Alfred Shay Company Inc.,4305922
1031,Independent Pictures (II),4305922
1031,Miramax Films,4305922
1032,Baltimore Pictures,121615285
1032,Warner Bros.,121615285
1032,Propaganda Films,121615285
1033,Warner Bros.,0
1033,Regency Enterprises,0
1034,First Look Pictures,0
1035,Walt Disney Television Animation,0
1036,"",0
1037,"",0
1038,"",0
1039,RKO Radio Pictures,0
1040,"",0
1041,RKO Radio Pictures,0
1042,"",-120
1043,David L. Wolper Productions,1000000
1043,Paramount Pictures,1000000
1044,Transatlantic Films,0
1045,Achilles,0
1045,Twentieth Century Fox Film Corporation,0
1046,Joffe Productions,16344729
1046,Rollins,16344729
1047,Jack Rollins & Charles H. Joffe Productions,9833696
1047,United Artists,9833696
1048,Prominent Features,54993712
1048,Mayer (MGM),54993712
1048,Goldwyn,54993712
1048,Metro,54993712
1049,Python (Monty) Pictures,16045115
1049,HandMade Films,16045115
1050,Peerford Ltd.,28215453
1050,Artista Management,28215453
1050,Mayer (MGM),28215453
1050,Goldwyn,28215453
1050,Metro,28215453
1051,Ritchie Productions,0
1051,Redford,0
1051,Warner Bros.,0
1052,Warner Bros.,13333333
1053,Warner Brothers/Seven Arts,48200000
1053,Hiller Productions,48200000
1053,Tatira,48200000
1054,Leland Hayward Productions,0
1054,Warner Bros.,0
1055,Warner Bros.,1600000
1056,"",0
1057,Vestron Pictures,207954274
1057,Great American Films Limited Partnership,207954274
1058,Dog Eat Dog Productions Inc.,13461007
1058,Lionsgate,13461007
1058,Live Entertainment,13461007
1059,Hemdale Film Corporation,132530565
1059,Orion Pictures,132530565
1060,"",0
1061,Carolco Pictures,303927224
1061,Canal+,303927224
1061,TriStar Pictures,303927224
1062,Bill Graham Films,-3583107
1062,Carolco Pictures,-3583107
1062,Ixtlan Productions,-3583107
1062,Imagine Entertainment,-3583107
1063,British Screen Productions,58843409
1063,Eurotrustees,58843409
1063,Nippon Film Development and Finance Inc.,58843409
1063,Palace Pictures,58843409
1063,Channel Four Films,58843409
1063,Miramax Films,58843409
1064,Zupnik Cinema Group II,-1774772
1064,GGR,-1774772
1064,New Line Cinema,-1774772
1065,Incorporated Television Company,18036000
1065,Keith Barish Productions,18036000
1066,Amblin Entertainment,782465326
1066,Universal Pictures,782465326
1067,Orenda Films,0
1068,"",0
1069,Don Simpson/Jerry Bruckheimer Films,97920733
1069,Paramount Pictures,97920733
1070,Paramount Pictures,341830601
1071,Canned Pictures Inc,1910
1071,Harmony Gold,1910
1072,Warner Bros.,-1500000
1073,Warner Bros.,6200000
1073,Charles K. Feldman Group,6200000
1074,Dimension Films,0
1075,"",0
1076,Wega Film,0
1077,"",0
1078,"",0
1079,Public Television Playhouse Inc.,0
1079,Redwave Films,0
1079,Playhouse International Pictures,0
1080,Interscope Communications,0
1080,Hollywood Pictures,0
1080,Universal Pictures,0
1081,C&P Productions,-11272676
1082,"",0
1083,Cinéa,0
1084,Center for Film and Audiovisual Arts of the French Community of Belgium,0
1084,Centre National de la Cinématographie (CNC),0
1084,D.A. Films,0
1084,Canal+,0
1084,Eurimages,0
1085,Warner Bros.,0
1085,Regency Enterprises,0
1086,Kardana Films,0
1086,BMG Independents,0
1086,Northern Lights Entertainment,0
1087,Sony Pictures,-15699615
1088,Weiny Bro Prods.,0
1088,Woodward Productions,0
1089,"",0
1090,Universal Pictures,19255967
1091,Incorporated Television Company (ITC),36833347
1091,Pimlico Films,36833347
1091,Jewel Productions,36833347
1091,United Artists,36833347
1092,PolyGram Filmed Entertainment,7090334
1093,Pacific Western,20000098
1093,Lightstorm Entertainment,20000098
1093,Twentieth Century Fox Film Corporation,20000098
1094,Debra Hill Productions,20378361
1094,EDI,20378361
1094,AVCO Embassy Pictures,20378361
1095,City Film,44244700
1095,International Film Investors,44244700
1095,Goldcrest Films International,44244700
1095,AVCO Embassy Pictures,44244700
1096,Wescom Productions,16985893
1096,International Film Investors,16985893
1096,AVCO Embassy Pictures,16985893
1097,RAI Radiotelevisione Italiana,-4940939
1097,Romande (TSR),-4940939
1097,Télévision Suisse,-4940939
1097,AMLF,-4940939
1097,DD Productions,-4940939
1097,Films A2,-4940939
1097,Renn Productions,-4940939
1098,RAI Radiotelevisione Italiana,0
1098,AMLF,0
1098,DD Productions,0
1098,Films A2,0
1098,Renn Productions,0
1099,Arauco Films,0
1099,Catalina Cinema,0
1099,Vision Comunicaciones,0
1100,Warner Bros.,0
1101,Twickenham Film Studios,4628948
1101,National Film Trustee Company,4628948
1101,Michael White Productions,4628948
1101,Python (Monty) Pictures Limited,4628948
1102,Hustler White Productions,127251
1102,Dangerous to Know Swell Co.,127251
1102,Jürgen Brüning Filmproduktion,127251
1103,"",0
1104,Big Sister Production,0
1105,"",0
1106,Centre National de la Cinématographie (CNC),-500000
1106,La Sept Cinéma,-500000
1106,Madragoa Filmes,-500000
1106,Gemini Films,-500000
1106,Canal+,-500000
1107,"",0
1108,"",0
1109,"",0
1110,"",0
1111,Aardman Animations,0
1112,Peripheria,0
1112,Gaumont,0
1113,France 3 (FR3),0
1113,Société Française de Production (SFP),0
1113,Dussault,0
1114,Kominsk,0
1114,Heart of Europe Prague K Productions,0
1114,Centre National de la Cinématographie (CNC),0
1114,Lumen Films,0
1114,Athanor,0
1114,British Broadcasting Corporation (BBC),0
1114,Pandora Cinema,0
1115,Bryan Foy Productions,0
1116,Edward Small Productions,0
1116,Lion Films,0
1116,Eagle,0
1117,"",0
1118,Invicta Films,0
1118,Scalera Film S.p.a.,0
1119,"",0
1120,"",0
1121,"",0
1122,Paramount Pictures,0
1123,14,0
1123,GGB,0
1123,Hallelujah Films,0
1123,Film Polski,0
1123,Argos Films,0
1123,Bioskop Film,0
1123,Franz Seitz Filmproduktion,0
1123,Artemis Film,0
1123,Jadran Film,0
1124,Keep Films,0
1125,UGC PH,0
1126,Parc Film,0
1126,Anouchka Films,0
1126,Argos Films,0
1126,Les Films du Carrosse,0
1127,"",0
1128,Rysher Entertainment,0
1129,Morgan Creek Productions,-5900000
1130,"",269823
1131,"",0
1132,"",0
1133,Rai Tre Radiotelevisione Italiana,11990401
1134,Vendex,0
1134,Erbograph Co.,0
1134,Elsevira,0
1135,"",0
1136,Investimage 2,-2205813
1136,Sofinergie 2,-2205813
1136,Union Générale Cinématographique (UGC),-2205813
1136,Constellation,-2205813
1136,Victoires Productions,-2205813
1136,Fondation GAN pour le Cinéma,-2205813
1136,Sofinergie Films,-2205813
1136,Hachette Première,-2205813
1137,"",0
1138,Greenpoint Films,13200170
1138,BBC Films,13200170
1138,Miramax Films,13200170
1139,Bryna Productions,-935000
1139,United Artists,-935000
1140,Odeon Films,13446769
1140,Cineplex,13446769
1140,Miramax Films,13446769
1141,Miramax Films,0
1142,Amritraj / Stevens Entertainment,0
1142,Cabin Fever Entertainment,0
1142,Royal Oaks Entertainment,0
1143,"",-27000000
1144,A.M.A. Film,4532791
1144,Silvio Berlusconi Communications,4532791
1144,Penta Films,4532791
1145,Radio Telefís Éireann (RTÉ),14098211
1145,Granada Television,14098211
1145,Ferndale Films,14098211
1146,Virgin,-1200000
1146,Outlaw Productions,-1200000
1146,Miramax Films,-1200000
1147,Atchafalaya,0
1148,M & A,30946224
1148,Australian Film Finance Corporation (AFFC),30946224
1148,Beyond Films,30946224
1149,Third Floor Productions,0
1150,El Deseo,0
1151,Artisan Entertainment,25
1151,Miramax Films,25
1152,"",3279620
1153,Warner Bros.,105981275
1153,Fantasy Films,105981275
1153,United Artists,105981275
1154,Paramount Pictures,41590893
1155,Twentieth Century Fox Film Corporation,520400000
1155,Lucasfilm,520400000
1156,Buttercup Films Ltd.,14857814
1156,The Princess Bride Ltd.,14857814
1156,Act III Communications,14857814
1157,Paramount Pictures,371925971
1157,Lucasfilm,371925971
1158,Embassy International Pictures,-15000000
1159,Brandywine Productions,164816455
1159,SLM Production Group,164816455
1159,Twentieth Century Fox Film Corporation,164816455
1160,Arturo González Producciones Cinematográficas S.A.,4800000
1160,Produzioni Europee Associati (PEA),4800000
1160,Constantin Film Produktion,4800000
1160,United Artists,4800000
1161,"",0
1162,Nova Productions,650000
1162,Orion,650000
1162,United Artists,650000
1163,Horizon Pictures (II),54995385
1164,"",-2200000
1165,Universal Pictures,11129846
1166,"",-31500000
1167,Finanzia San Marco,321508
1167,Rafran Cinematografica,321508
1167,Paramount Pictures,321508
1168,Twentieth Century Fox Film Corporation,540350000
1168,Lucasfilm,540350000
1169,Westdeutscher Rundfunk (WDR),700000
1169,Argos Films,700000
1169,Road Movies Filmproduktion GmbH,700000
1170,"",8
1171,Winkler Films,21836394
1172,Brandywine Productions,93931801
1172,Twentieth Century Fox Film Corporation,93931801
1173,Dino De Laurentiis Company,-11000000
1173,Mayer (MGM),-11000000
1173,Goldwyn,-11000000
1173,Metro,-11000000
1173,Renaissance Pictures,-11000000
1173,Universal Pictures,-11000000
1174,Gaumont,0
1175,Herald Ace,-7430347
1175,Greenwich Film Productions,-7430347
1175,Nippon Herald Films,-7430347
1176,Golden Princess Film Production Limited,0
1176,Long Shong Pictures,0
1176,Film Workshop,0
1177,Shamley Productions,31193052
1177,Universal Pictures,31193052
1177,Paramount Pictures,31193052
1178,Universal Pictures,88229890
1179,The Coppola Company,34542841
1179,Paramount Pictures,34542841
1180,Natant,29357676
1180,Warner Bros.,29357676
1180,Stanley Kubrick Productions,29357676
1181,Aardman Animations,0
1182,Renaissance Films,-9000000
1182,Samuel Goldwyn Company,-9000000
1182,BBC Films,-9000000
1183,Warner Bros.,33973029
1184,"",0
1185,The Ladd Company,-30000000
1185,Warner Bros.,-30000000
1186,United Artists,5000000
1187,United Artists,34251425
1188,The Ladd Company,-5500000
1188,Warner Bros.,-5500000
1189,Mosfilm,0
1190,Twin Bros. Productions,71000000
1190,Westdeutscher Rundfunk (WDR),71000000
1190,Bavaria Film,71000000
1190,Columbia Pictures Corporation,71000000
1190,Süddeutscher Rundfunk,71000000
1190,Radiant Film GmbH,71000000
1191,Universal Pictures,154116327
1192,Paramount Pictures,-1200000
1193,True Fiction Pictures,-700000
1193,Republic Pictures (II),-700000
1193,Zenith Entertainment,-700000
1193,Channel Four Films,-700000
1194,The Criterion Collection,0
1194,Svensk Filmindustri (SF),0
1195,Enigma Productions,0
1195,Goldcrest Films International,0
1196,"",-6400000
1197,Avalon/NFU Studios,-2757377
1197,New Zealand Film Commission,-2757377
1197,WingNut Films,-2757377
1198,Freddie Fields Productions,8828365
1198,TriStar Pictures,8828365
1199,WNET Channel 13 New York,0
1199,Brandenberg,0
1200,Jack Rollins & Charles H. Joffe Productions,39946780
1200,United Artists,39946780
1201,Circle Films,-8919591
1201,Twentieth Century Fox Film Corporation,-8919591
1202,Silver Screen Partners IV,219460116
1202,Touchstone Pictures,219460116
1203,Lawrence Turman,101945305
1204,Universal International Pictures (UI),1418465
1205,cechi gori group,5000000
1205,Cecchi Gori Group Tiger Cinematografica,5000000
1205,Gaumont,5000000
1206,Horizon Pictures (II),24200000
1206,Columbia Pictures Corporation,24200000
1207,Francinex,0
1207,Cineriz,0
1208,Long Road Productions,24000000
1208,Penthouse,24000000
1208,Paramount Pictures,24000000
1209,Twentieth Century Fox Film Corporation,-1200000
1210,Warner Bros.,507000
1211,New Zealand Film Commission,-25710
1211,WingNut Films,-25710
1212,Paramount Pictures,0
1213,A&M Films,10297601
1213,CBS Entertainment Productions,10297601
1214,Peregrine,25017374
1214,Warner Bros.,25017374
1214,Hawk Films,25017374
1215,Act III,44287414
1215,The Body,44287414
1215,Act III Communications,44287414
1215,Columbia Pictures,44287414
1216,Film AG,0
1216,Nero,0
1217,Rosebud Productions,2323044
1217,Renaissance Films,2323044
1218,The Mirisch Corporation,7744471
1218,United Artists,7744471
1219,EMI Films Ltd.,35000000
1219,Universal Pictures,35000000
1220,France 2 (FR2),0
1220,Les Films Galaxie,0
1220,Greenwich Film Productions,0
1221,Columbia Pictures,56306973
1222,Warner Bros.,145157447
1222,Malpaso Productions,145157447
1223,MC Productions,16105910
1223,United Artists,16105910
1224,SC Entertainment,11541758
1224,New Line Cinema,11541758
1225,Warner Bros.,-1120175
1226,Drive Productions,362109762
1226,U,362109762
1226,Amblin Entertainment,362109762
1226,Universal Pictures,362109762
1227,Universal Pictures,108418501
1228,"",-12000000
1229,Grokenberger Film Produktion,0
1229,Black Snake,0
1229,The Criterion Collection,0
1229,Island Pictures,0
1230,Sumitomo Corporation,-7446829
1230,Akira Committee Company Ltd.,-7446829
1230,TMS Entertainment,-7446829
1230,Tokyo Movie Shinsha (TMS),-7446829
1230,Kodansha,-7446829
1230,Mainichi Broadcasting System (MBS),-7446829
1230,Toho Company,-7446829
1230,Bandai Visual Company,-7446829
1231,Thorn EMI Screen Entertainment,-10100000
1231,Panzer Productions,-10100000
1231,Davis,-10100000
1232,"",-3000000
1233,DD Productions,0
1233,Films A2,0
1233,Hachette Première,0
1234,Jouer Limited,83473333
1234,Gruskoff/Venture Films,83473333
1234,Crossbow Productions,83473333
1234,Twentieth Century Fox Film Corporation,83473333
1235,Victor Musical Industries,-1484190
1235,Pyramide Productions,-1484190
1235,Pandora Cinema,-1484190
1235,Locus Solus Entertainment,-1484190
1235,Le Studio Canal+,-1484190
1235,JVC Entertainment,-1484190
1235,Channel Four Films,-1484190
1236,Salon Films,0
1236,Century Communications,0
1236,ERA International,0
1236,Production Corporation,0
1236,China Film Co,0
1237,Roy Export Company Establishment,9000000
1237,United Artists,9000000
1238,Walt Disney Pictures,81040000
1239,Stanley Kramer Productions,7270000
1239,United Artists,7270000
1240,Warner Bros.,0
1241,Cinemarque Entertainment,1108462
1241,New World Pictures,1108462
1242,"",-5099995
1243,Mayer (MGM),131900000
1243,Goldwyn,131900000
1243,Metro,131900000
1244,"",-2500000
1245,Santa Fe Institute for Regional Education,1723872
1245,IRE Productions,1723872
1246,Hughes Entertainment,18553948
1246,Paramount Pictures,18553948
1247,Paramount Pictures,426171806
1247,Lucasfilm,426171806
1248,Lorimar Film Entertainment,30177511
1248,United Artists,30177511
